name,total_shipped,genres,themes,game_engines,age_ratings
resident evil: deadly silence,0.26,"['shooter', 'adventure']","['horror', 'survival']",quest,m
ice age 2: the meltdown,0.25,"['platform', 'sport', 'adventure']","['action', 'comedy']",enginex,e10
the legend of heroes: trails of cold steel,0.25,"['role-playing (rpg)', 'turn-based strategy (tbs)', 'adventure']",['fantasy'],phyreengine,t
men of valor,0.25,['shooter'],"['action', 'historical', 'warfare']",unreal engine,m
wipeout fusion,0.25,['racing'],['action'],kinetica,e
spider-man: edge of time,0.25,"['platform', 'adventure']","['action', 'science fiction']",goliath engine,t
darksiders iii,0.25,"['role-playing (rpg)', ""hack and slash/beat 'em up"", 'adventure']","['action', 'fantasy', 'open world']",unreal engine 4,m
nba live 15,0.25,['sport'],['non-fiction'],ignite engine,e
valkyria chronicles 4,0.25,"['role-playing (rpg)', 'simulator', 'strategy', 'turn-based strategy (tbs)', 'tactical']","['action', 'fantasy', 'historical', 'warfare']",canvas engine,t
x-men: destiny,0.24,"['role-playing (rpg)', ""hack and slash/beat 'em up"", 'adventure']",['action'],unreal engine 3,t
hello neighbor,0.24,"['puzzle', 'role-playing (rpg)', 'strategy', 'adventure', 'indie']","['action', 'horror', 'thriller', 'stealth', 'comedy', 'sandbox', 'open world']",unreal engine,e10
saints row iv: re-elected,0.24,"['shooter', 'adventure']","['action', 'science fiction', 'comedy', 'sandbox', 'open world']",ctg (core technology group),m
spider-man: shattered dimensions,0.24,"['platform', 'adventure']","['action', 'science fiction', 'stealth']",goliath engine,t
darksiders ii: deathinitive edition,0.24,"['fighting', 'puzzle', 'role-playing (rpg)', ""hack and slash/beat 'em up"", 'adventure']","['action', 'fantasy', 'open world']",phoenix engine (relic),m
thehunter: call of the wild,0.24,"['shooter', 'simulator', 'sport', 'strategy', 'adventure']",['action'],apex,t
metro 2033,0.24,"['shooter', 'role-playing (rpg)']","['action', 'science fiction', 'horror', 'thriller', 'survival', 'stealth', 'warfare']",4a engine,m
dc universe online,0.23,"['fighting', 'role-playing (rpg)', ""hack and slash/beat 'em up"", 'adventure', 'indie']","['action', 'fantasy', 'open world']",unreal engine,t
buffy the vampire slayer,0.23,"[""hack and slash/beat 'em up"", 'adventure']","['action', 'horror']",slayer,t
angry birds,0.23,"['puzzle', 'strategy', 'indie', 'arcade']","['action', 'comedy', 'kids']",sdl,e
spec ops: the line,0.23,"['shooter', 'adventure']","['action', 'warfare']",unreal engine,m
dirt showdown,0.23,"['racing', 'sport']","['action', 'non-fiction']",ego engine,e10
the incredible hulk: ultimate destruction,0.23,"[""hack and slash/beat 'em up""]","['action', 'science fiction', 'sandbox']",pure3d,t
airblade,0.23,"['racing', 'simulator', 'sport', 'arcade']","['action', 'science fiction']",renderware,t
freedom fighters,0.23,"['shooter', 'simulator', 'tactical']","['action', 'fantasy', 'historical']",glacier,t
soldier of fortune ii: double helix,0.23,['shooter'],"['action', 'warfare']",id tech 3,m
blowout,0.23,"['shooter', 'platform']","['action', 'science fiction']",infernal engine,t
f1 2014,0.23,"['racing', 'simulator', 'sport']",['non-fiction'],ego engine,e
metal gear survive,0.23,"['shooter', 'strategy', 'adventure']","['action', 'science fiction', 'survival']",fox engine,m
silent hill: book of memories,0.23,"[""hack and slash/beat 'em up"", 'adventure']","['action', 'horror', 'survival']",wf engine,m
spartan: total warrior,0.22,"[""hack and slash/beat 'em up""]","['action', 'historical']",spartan: total warrior engine,m
dead by daylight,0.22,"['strategy', 'indie']","['action', 'horror', 'survival', 'stealth']",unreal engine,m
life is strange: before the storm,0.22,"['adventure', 'indie']","['action', 'fantasy', 'science fiction', 'drama', 'mystery']",unity,m
kingdom come: deliverance,0.22,"['role-playing (rpg)', 'adventure']","['action', 'historical', 'open world']",cryengine,m
zombie army trilogy,0.22,"['shooter', 'tactical', 'adventure']","['action', 'horror']",asura engine,m
lords of the fallen,0.22,"['role-playing (rpg)', 'adventure']","['action', 'fantasy']",unreal engine 5,m
hitman 2,0.22,"['shooter', 'tactical', 'adventure']","['action', 'stealth']",glacier engine,m
dirt rally,0.21,"['racing', 'simulator', 'sport']",['non-fiction'],ego engine,e
lost planet 3,0.21,['shooter'],"['action', 'science fiction']",unreal engine,t
bloodrayne,0.21,"[""hack and slash/beat 'em up"", 'adventure']","['action', 'horror']",infernal engine,m
bound by flame,0.21,"['role-playing (rpg)', 'adventure']","['action', 'fantasy']",silk engine,m
prince of persia: revelations,0.21,['platform'],['action'],jade,m
the sims 4: cats & dogs,0.21,"['role-playing (rpg)', 'simulator', 'adventure']","['fantasy', 'comedy', 'sandbox', 'romance']",smartsim,t
conan exiles,0.21,"['fighting', 'role-playing (rpg)', 'simulator', 'strategy', 'adventure']","['action', 'fantasy', 'survival', 'open world']",unreal engine 4,m
deus ex: the conspiracy,0.21,"['shooter', 'role-playing (rpg)']","['action', 'science fiction']",unreal engine,m
unreal ii: the awakening,0.21,['shooter'],"['action', 'science fiction']",unreal engine 2,m
7 days to die,0.21,"['shooter', 'role-playing (rpg)', 'simulator', 'strategy', 'adventure', 'indie']","['action', 'horror', 'survival', 'sandbox', 'open world']",unity,m
zone of the enders hd collection,0.21,"['shooter', ""hack and slash/beat 'em up""]","['action', 'science fiction', 'warfare']",fox engine,m
dragon's dogma: dark arisen,0.21,"['role-playing (rpg)', 'adventure']","['action', 'fantasy', 'historical', 'open world']",mt framework,m
evil dead: regeneration,0.21,"[""hack and slash/beat 'em up"", 'adventure']","['action', 'horror', 'comedy']",renderware,m
castlevania: lords of shadow 2,0.2,"[""hack and slash/beat 'em up"", 'adventure']","['action', 'fantasy', 'horror']",mercury steam engine,m
"warhammer 40,000: space marine",1.1,"['shooter', 'role-playing (rpg)']","['action', 'science fiction']",phoenix engine (relic),m
capcom fighting evolution,0.2,['fighting'],"['action', 'fantasy']",capcom vs snk 2 engine,t
sid meier's pirates!,0.2,"['real time strategy (rts)', 'role-playing (rpg)', 'simulator', 'strategy', 'adventure']","['action', 'historical', 'open world']",gamebryo,e
project cars 2,0.2,"['racing', 'simulator']",['non-fiction'],the madness engine,e
soldier of fortune: payback,0.2,['shooter'],"['action', 'warfare']",cloaknt3,m
playboy: the mansion,0.2,"['simulator', 'strategy']",['business'],gamebryo,m
agents of mayhem,0.2,"['shooter', 'adventure']","['action', 'science fiction', 'comedy', 'open world']",in-house engine,m
total war: shogun 2 - fall of the samurai,0.2,"['real time strategy (rts)', 'strategy']","['fantasy', 'historical', 'warfare']",tw engine 3,t
predator: concrete jungle,0.2,['adventure'],"['action', 'science fiction']",enginex,m
the king of fighters xi,0.19,['fighting'],['action'],atomiswave,t
conan,0.19,"['shooter', ""hack and slash/beat 'em up"", 'adventure']","['action', 'fantasy']",havok,m
dishonored: definitive edition,0.19,"['shooter', 'adventure']","['action', 'stealth']",unreal engine 3,m
rise of the argonauts,0.19,"['role-playing (rpg)', 'adventure']","['action', 'fantasy', 'historical']",unreal engine,m
spongebob squigglepants 3d,0.19,['arcade'],['kids'],engineblack,e
super street fighter iv: arcade edition,0.37,['fighting'],['action'],taito type x,t
elite: dangerous,0.19,"['shooter', 'role-playing (rpg)', 'simulator', 'strategy', 'adventure', 'indie']","['action', 'science fiction', 'sandbox', 'open world']",cobra,t
stronghold 3,0.19,"['real time strategy (rts)', 'simulator', 'strategy']","['fantasy', 'historical', 'warfare']",havok physics,t
2002 fifa world cup,0.19,['sport'],['non-fiction'],fifa 2001 engine,e
quake,0.19,"['shooter', 'adventure']","['action', 'fantasy', 'science fiction']",kex,m
dancedancerevolution,0.19,"['music', 'arcade']",['party'],bemani pc type 4,e10
remember me,0.19,"['platform', 'adventure']","['action', 'science fiction', 'stealth']",unreal engine,m
risen,0.19,['role-playing (rpg)'],"['action', 'fantasy', 'open world']",internal piranha byte's engine,m
mirror's edge catalyst,0.19,"['fighting', 'adventure']","['action', 'thriller', 'open world']",frostbite,t
metro: last light,1.49,['shooter'],"['action', 'fantasy', 'horror', 'survival', 'historical']",4a engine,m
the surge,0.19,"['role-playing (rpg)', 'adventure']","['action', 'science fiction']",proprietary engine,m
grid: autosport,0.19,"['racing', 'simulator', 'sport']",['non-fiction'],ego engine,e
arcania: gothic 4,0.18,['role-playing (rpg)'],"['action', 'fantasy', 'historical', 'open world']",vision,t
indiana jones and the emperor's tomb,0.18,['adventure'],['action'],slayer,t
bendy and the ink machine,0.18,"['puzzle', 'strategy', 'adventure', 'indie']","['action', 'horror', 'survival']",unity,t
syndicate,0.18,"['shooter', 'puzzle']","['action', 'science fiction']",starbreeze engine,m
call of juarez,0.18,['shooter'],['action'],chrome engine,m
the elder scrolls iv: shivering isles,0.18,['role-playing (rpg)'],"['fantasy', 'historical', 'sandbox', 'open world']",havok physics,m
moon,0.18,"['puzzle', 'role-playing (rpg)', 'adventure']","['fantasy', 'comedy']",unity,t
back to the future: the game,0.18,"['point-and-click', 'puzzle', 'adventure']","['action', 'fantasy', 'science fiction', 'historical', 'comedy']",telltale tool,t
sega genesis classics,0.18,"['shooter', 'platform', 'puzzle', 'racing', 'role-playing (rpg)', ""hack and slash/beat 'em up"", 'pinball', 'adventure', 'arcade']","['action', 'fantasy', 'science fiction', 'kids', 'party']",unity,t
sniper: ghost warrior 3,0.18,"['shooter', 'tactical']","['action', 'stealth', 'warfare']",cryengine,m
mega man 11,0.17,"['shooter', 'platform']","['action', 'science fiction']",mt framework,e10
dungeon siege iii,0.64,['role-playing (rpg)'],"['action', 'fantasy']",onyx engine,t
the secret world,0.27,"['puzzle', 'role-playing (rpg)', 'adventure']","['action', 'fantasy', 'science fiction', 'horror', 'historical']",dreamworld,m
thief: deadly shadows,0.17,"['shooter', 'simulator', 'adventure']","['action', 'fantasy', 'stealth']",unreal engine,m
fairytale fights,0.17,"['platform', 'puzzle', ""hack and slash/beat 'em up"", 'adventure']",['action'],unreal engine,m
prototype: biohazard bundle,0.17,"['platform', ""hack and slash/beat 'em up"", 'adventure']","['action', 'survival', 'sandbox', 'open world']",titanium,m
axiom verge,0.17,"['platform', 'adventure', 'indie']","['action', 'science fiction']",microsoft xna,e10
f1 2018,0.17,"['racing', 'simulator', 'sport']",['non-fiction'],ego engine,e
age of empires iii: complete collection,0.17,"['real time strategy (rts)', 'simulator', 'strategy']","['non-fiction', 'warfare']",havok physics,t
wolfenstein 3d,0.17,['shooter'],"['action', 'fantasy', 'science fiction', 'horror', 'historical']",wolfenstein 3d,m
flatout,0.17,"['racing', 'simulator']",['action'],romu,t
akiba's trip: undead & undressed,0.16,"['role-playing (rpg)', 'adventure']",['action'],phyreengine,m
magic: the gathering - battlegrounds,0.16,"['fighting', 'real time strategy (rts)']",['action'],unreal engine 2,t
little nightmares,0.16,"['platform', 'puzzle', 'adventure']","['action', 'fantasy', 'horror', 'thriller']",unreal engine 4,t
beowulf: the game,0.16,"[""hack and slash/beat 'em up"", 'adventure']","['action', 'horror']",yeti,m
timeshift,0.16,"['shooter', 'puzzle']","['action', 'fantasy', 'science fiction', 'historical', 'stealth']",saber3d,m
robots,0.16,"['platform', 'puzzle', 'racing']","['action', 'science fiction', 'comedy']",enginex,e
pillars of eternity,0.16,"['role-playing (rpg)', 'strategy', 'adventure', 'indie']",['fantasy'],unity,m
sid meier's civilization iv,3.0,"['simulator', 'strategy', 'turn-based strategy (tbs)']","['fantasy', 'historical', 'educational', '4x (explore, expand, exploit, and exterminate)']",gamebryo,e10
disgaea 4: a promise unforgotten,0.16,"['role-playing (rpg)', 'strategy', 'tactical']",['comedy'],phyreengine,t
the walking dead: season one,0.16,"['point-and-click', 'adventure']","['action', 'horror', 'survival', 'drama']",telltale tool,m
valkyria revolution,0.16,"['role-playing (rpg)', 'strategy']","['action', 'fantasy', 'warfare']",gouache engine,t
castlevania: lords of shadow - mirror of fate,0.16,"['platform', 'adventure']","['action', 'fantasy', 'horror', 'historical']",mercury steam engine,m
amped 3,0.16,['sport'],"['action', 'comedy']",in house engine,t
jurassic park: the game,0.16,"['point-and-click', 'adventure']","['action', 'science fiction', 'horror', 'survival']",telltale tool,t
f.e.a.r. 3,1.1,"['shooter', 'adventure']","['action', 'science fiction', 'horror']",despair,m
brothers: a tale of two sons,0.15,"['puzzle', 'adventure', 'indie']","['action', 'fantasy', 'drama']",unreal engine 3,t
spongebob's truth or square,0.15,"['platform', 'adventure']","['action', 'comedy', 'kids']",havok,e
shadow ops: red mercury,0.15,['shooter'],"['action', 'science fiction']",unreal engine,t
the oregon trail,0.15,"['simulator', 'strategy', 'adventure']",['educational'],unreal engine 4,e
wasteland 2,0.15,"['role-playing (rpg)', 'strategy', 'turn-based strategy (tbs)', 'adventure', 'indie']","['action', 'science fiction', 'survival']",unity,m
rime,0.15,"['platform', 'puzzle', 'adventure', 'indie']","['action', 'fantasy', 'kids']",unreal engine 4,e10
the sims medieval: pirates and nobles,0.15,"['simulator', 'strategy', 'adventure']",['historical'],the sims 3 engine,t
the sims 3: seasons,0.15,"['role-playing (rpg)', 'simulator', 'adventure']","['fantasy', 'comedy', 'sandbox', 'romance']",the sims 3 engine,t
rayman 3,0.14,['platform'],"['action', 'fantasy', 'comedy', 'kids']",java,e
cyberdimension neptunia: 4 goddesses online,0.14,['role-playing (rpg)'],"['action', 'science fiction']",unreal engine,t
the da vinci code,0.14,"['puzzle', 'adventure']","['action', 'stealth', 'mystery']",slayer,t
sphinx and the cursed mummy,0.14,"['platform', 'puzzle', 'role-playing (rpg)', 'adventure']","['action', 'fantasy']",enginex,t
we happy few,0.14,"['shooter', 'adventure', 'indie']","['action', 'fantasy', 'horror', 'survival', 'historical', 'stealth', 'open world']",unreal engine,m
the operative: no one lives forever,0.14,['shooter'],"['action', 'stealth', 'comedy']",lithtech,m
x-blades,0.14,"['shooter', 'role-playing (rpg)', ""hack and slash/beat 'em up"", 'adventure']","['action', 'fantasy']",dagor engine,m
ecco the dolphin: defender of the future,0.14,"['puzzle', 'role-playing (rpg)', 'adventure']","['action', 'science fiction']",game world builder,e
just cause,0.14,"['shooter', 'racing', 'adventure']","['action', 'sandbox', 'open world']",havok physics,m
enclave,0.14,"['role-playing (rpg)', ""hack and slash/beat 'em up""]","['action', 'fantasy', 'historical']",starbreeze engine,m
dragon age: origins - ultimate edition,0.14,"['role-playing (rpg)', 'strategy', 'adventure']","['action', 'fantasy', 'open world']",eclipse,m
rogue warrior,0.13,"['shooter', 'tactical']","['action', 'stealth', 'sandbox']",asura,m
divinity ii: the dragon knight saga,0.13,"['role-playing (rpg)', 'adventure']","['fantasy', 'historical']",gamebryo,m
new gundam breaker,0.13,"['fighting', 'shooter', ""hack and slash/beat 'em up""]","['action', 'science fiction']",unreal engine,t
game party champions,0.13,['sport'],"['action', 'party']",unreal engine,e
frogger beyond,0.13,['platform'],['action'],renderware,e
venetica,0.13,"['role-playing (rpg)', 'adventure', 'indie']","['action', 'fantasy', 'historical']",ogre,t
the legend of heroes: trails of cold steel iv,0.13,"['role-playing (rpg)', 'turn-based strategy (tbs)', 'adventure']","['action', 'fantasy']",phyreengine,t
fat princess: fistful of cake,0.13,['real time strategy (rts)'],"['action', 'fantasy']",unreal engine,t
goosebumps: the game,0.13,"['point-and-click', 'puzzle', 'strategy', 'adventure']","['action', 'horror']",wf engine,e10
advent rising,0.13,"['shooter', 'adventure']","['action', 'science fiction']",unreal engine,t
hour of victory,0.13,['shooter'],['action'],physx,t
the legend of heroes: trails of cold steel iii,0.13,"['role-playing (rpg)', 'turn-based strategy (tbs)', 'adventure']","['action', 'fantasy']",phyreengine,t
armed and dangerous,0.13,['shooter'],"['action', 'fantasy', 'science fiction', 'historical', 'comedy']",amityville,t
the inpatient,0.13,['adventure'],"['action', 'horror', 'thriller', 'survival']",unreal engine 4,m
obscure: the aftermath,0.12,['adventure'],"['action', 'horror', 'survival']",renderware,m
conduit 2,0.12,['shooter'],"['action', 'science fiction']",quantum3,t
vampyr,0.12,"['role-playing (rpg)', 'adventure']","['action', 'horror']",unreal engine 4,m
call of cthulhu,0.12,"['role-playing (rpg)', 'adventure']","['action', 'horror', 'thriller']",unreal engine 4,m
nail'd,0.12,['racing'],['action'],chrome engine,e10
subnautica,0.12,"['adventure', 'indie']","['science fiction', 'survival', 'open world']",unity,e10
dead cells,0.11,"['platform', 'adventure', 'indie']","['action', 'fantasy']",heaps.io,t
tmnt,0.11,"['platform', ""hack and slash/beat 'em up"", 'adventure']","['action', 'science fiction', 'comedy']",jade engine,e10
cold winter,0.11,"['shooter', 'adventure']",['action'],renderware,m
stubbs the zombie in rebel without a pulse,0.11,['adventure'],"['action', 'fantasy', 'science fiction', 'horror', 'historical', 'comedy']",halo 2,m
medieval ii: total war,0.55,"['real time strategy (rts)', 'simulator', 'strategy', 'turn-based strategy (tbs)', 'tactical']","['historical', 'warfare']",tw engine 2,t
mighty no. 9,0.11,"['shooter', 'platform', 'adventure', 'arcade']","['action', 'science fiction']",unreal engine 3,e10
cold fear,0.11,"['shooter', 'puzzle', 'adventure']","['action', 'horror', 'survival']",renderware,m
capcom vs. snk 2 eo,0.11,['fighting'],['action'],sega naomi,t
cake mania,0.11,"['simulator', 'strategy']",['action'],popcap games framework,e
army men: rts,0.11,"['real time strategy (rts)', 'strategy']","['action', 'warfare']",zero,t
burnout paradise remastered,0.11,"['racing', 'adventure']","['action', 'open world']",renderware,e10
hexen: beyond heretic,0.11,"['shooter', 'puzzle', 'role-playing (rpg)']","['action', 'fantasy', 'horror']",id tech 1,m
pac-man and the ghostly adventures 2,0.11,"['platform', 'adventure']","['action', 'science fiction', 'comedy']",vicious engine,e10
machinarium,0.61,"['point-and-click', 'puzzle', 'adventure', 'indie']","['fantasy', 'science fiction']",adobe flash player,e10
slime rancher,0.1,"['shooter', 'simulator', 'strategy', 'adventure', 'indie']","['action', 'science fiction', 'open world']",unity,e10
pariah,0.1,['shooter'],"['action', 'science fiction']",unreal engine,m
escape from monkey island,0.1,"['point-and-click', 'puzzle', 'adventure']","['fantasy', 'historical', 'comedy']",grime,t
stardew valley,0.1,"['role-playing (rpg)', 'simulator', 'strategy', 'indie']","['fantasy', 'business', 'sandbox']",microsoft xna,e10
agatha christie: the abc murders,0.1,"['point-and-click', 'puzzle', 'adventure']","['action', 'thriller', 'mystery']",unity,t
starlink: battle for atlas,0.1,"['shooter', 'real time strategy (rts)', 'role-playing (rpg)', 'simulator', 'strategy', 'adventure', 'arcade']","['action', 'science fiction']",snowdrop,e10
minority report: everybody runs,0.1,"[""hack and slash/beat 'em up""]","['action', 'science fiction']",trerarch ngl,t
bullet witch,0.1,['shooter'],"['action', 'science fiction', 'horror']",novicex,m
the whispered world,0.16,"['point-and-click', 'puzzle', 'adventure']","['fantasy', 'comedy']",visionaire,e
opoona,0.1,"['platform', 'puzzle', 'role-playing (rpg)']","['action', 'fantasy', 'science fiction', 'comedy']",in-house engine,e10
ultra street fighter iv,0.1,"['fighting', 'arcade']",['action'],taito type x,t
tornado outbreak,0.1,['adventure'],['action'],granny 3d,e10
darkest of days,0.1,['shooter'],"['action', 'science fiction', 'historical', 'warfare']",marmoset,m
the technomancer,0.09,"['role-playing (rpg)', 'adventure']","['action', 'science fiction']",silk engine,m
red faction: guerrilla re-mars-tered,0.09,"['shooter', 'adventure', 'arcade']","['action', 'science fiction', 'sandbox', 'open world', 'warfare']",geo-mod 2.0,m
age of empires ii: the age of kings,2.0,"['real time strategy (rts)', 'strategy']","['historical', 'warfare']",genie engine,t
hearts of iron iv,1.35,"['real time strategy (rts)', 'simulator', 'strategy']","['historical', 'warfare']",clausewitz engine,t
echochrome,0.09,['puzzle'],"['fantasy', 'historical']",object locative environment coordinate system,e
new legends,0.09,['adventure'],"['action', 'science fiction']",unreal engine,t
gripshift,0.09,"['puzzle', 'racing']",['action'],phyreengine,e10
american truck simulator,0.09,"['racing', 'simulator', 'indie']","['business', 'non-fiction', 'open world']",prism3d,e
dark souls trilogy,0.09,"['role-playing (rpg)', ""hack and slash/beat 'em up"", 'adventure']","['action', 'fantasy', 'horror']",phyreengine,m
paragon,0.09,['moba'],['science fiction'],unreal engine 4,t
jumper: griffin's story,0.09,"['platform', ""hack and slash/beat 'em up""]","['action', 'science fiction']",vicious engine,t
america's army: true soldiers,0.08,"['shooter', 'tactical']",['warfare'],yeti,t
blacksite: area 51,0.08,"['shooter', 'adventure']","['action', 'science fiction', 'horror']",unreal engine,t
age of mythology,1.37,"['real time strategy (rts)', 'strategy']","['fantasy', 'historical']",bang!,t
counter-strike: source,15.0,['shooter'],['action'],source,m
the sims 2: apartment life,0.08,"['role-playing (rpg)', 'simulator', 'strategy', 'adventure']","['fantasy', 'comedy', 'sandbox', 'romance']",the sims 2 engine,t
star wars: empire at war,0.08,"['real time strategy (rts)', 'strategy']","['action', 'science fiction']",alamo,t
the sexy brutale,0.08,"['puzzle', 'adventure', 'indie']",['mystery'],unity,t
the king of fighters 2006,0.08,['fighting'],"['fantasy', 'science fiction']",renderware,t
edna & harvey: harvey's new eyes,0.22,"['point-and-click', 'puzzle', 'adventure', 'indie']","['horror', 'comedy']",visionaire,t
the sims 3: fast lane stuff,0.08,"['simulator', 'strategy']",['sandbox'],the sims 3 engine,t
"warhammer 40,000: dawn of war ii - retribution",0.08,"['real time strategy (rts)', 'strategy']",['science fiction'],essence engine,m
the sims 2: ikea home stuff,0.08,"['role-playing (rpg)', 'simulator', 'strategy', 'adventure']","['fantasy', 'comedy', 'sandbox', 'romance']",the sims 2 engine,t
battlefield 2,2.25,['shooter'],"['action', 'warfare']",refractor engine,t
child of light,0.08,"['platform', 'role-playing (rpg)', 'adventure']",['fantasy'],ubiart framework,e10
serious sam 3: bfe,2.03,"['shooter', 'puzzle', 'indie']","['action', 'science fiction', 'comedy', 'warfare']",serious engine,m
futurama,0.07,"['platform', 'puzzle']","['action', 'comedy']",gamebryo,t
i am setsuna,0.07,"['role-playing (rpg)', 'adventure']","['fantasy', 'drama']",unity,e10
still life,0.07,"['puzzle', 'adventure']","['horror', 'drama', 'mystery']",virtools engine,m
wrath unleashed,0.07,"['fighting', 'role-playing (rpg)', 'strategy', 'adventure']",['action'],slayer,t
the lord of the rings: the battle for middle-earth,1.0,"['real time strategy (rts)', 'strategy']","['fantasy', 'warfare']",sage,t
styx: shards of darkness,0.07,"['role-playing (rpg)', 'adventure']","['action', 'fantasy', 'stealth']",unreal engine,m
combat: task force 121,0.07,['shooter'],"['action', 'warfare']",unreal engine 2,m
elements of destruction,0.07,['strategy'],['science fiction'],vicious engine,t
serious sam: next encounter,0.07,['shooter'],"['action', 'science fiction', 'comedy']",serious engine,m
the book of unwritten tales 2,0.07,"['point-and-click', 'puzzle', 'adventure']","['action', 'fantasy', 'comedy']",unity,t
the silver case,0.07,"['puzzle', 'adventure', 'visual novel']","['action', 'mystery']",unity,m
poi,0.07,"['platform', 'adventure', 'indie']","['action', 'fantasy']",unity,e10
goodbye deponia,0.17,"['point-and-click', 'puzzle', 'adventure', 'indie']","['science fiction', 'comedy']",visionaire,t
drake of the 99 dragons,0.07,['shooter'],"['action', 'horror']",fxengine,t
broken sword 5: the serpent's curse,0.07,"['point-and-click', 'puzzle', 'role-playing (rpg)', 'adventure']","['fantasy', 'historical']",virtual theatre,t
fable: the lost chapters,0.07,"['role-playing (rpg)', 'adventure']","['action', 'fantasy', 'comedy', 'sandbox']",gamebryo,m
samurai shodown,0.07,['fighting'],['action'],unreal engine 4,m
obscure,0.07,['adventure'],"['action', 'horror', 'survival']",renderware,m
the sims 2: seasons,0.07,"['role-playing (rpg)', 'simulator', 'strategy', 'adventure']","['fantasy', 'comedy', 'sandbox', 'romance']",the sims 2 engine,t
batman: the enemy within,0.07,"['point-and-click', 'adventure']",['action'],telltale tool,m
zombi,0.07,"['shooter', 'adventure']","['action', 'horror', 'survival']",lyn,m
fallout: brotherhood of steel,0.07,"['role-playing (rpg)', ""hack and slash/beat 'em up""]","['action', 'science fiction', 'comedy']",dark alliance engine,m
command & conquer 3: tiberium wars,0.07,"['real time strategy (rts)', 'simulator', 'strategy']",['science fiction'],sage,t
aven colony,0.06,"['simulator', 'strategy', 'indie']","['science fiction', 'survival', 'sandbox']",unreal engine,e10
age of empires iii: the asian dynasties,0.06,"['real time strategy (rts)', 'simulator', 'strategy']","['fantasy', 'historical', 'warfare', '4x (explore, expand, exploit, and exterminate)']",havok physics,t
the sims 4: get famous,0.06,"['role-playing (rpg)', 'simulator', 'strategy', 'adventure']","['fantasy', 'comedy', 'sandbox', 'romance']",smartsim,t
age of empires online,0.06,"['real time strategy (rts)', 'role-playing (rpg)', 'strategy']","['action', 'fantasy', 'historical', 'warfare']",genie engine,e10
giants: citizen kabuto,0.06,"['shooter', 'real time strategy (rts)', 'role-playing (rpg)', 'adventure']","['action', 'science fiction', 'comedy']",amityville,m
sherlock holmes: the devil's daughter,0.06,"['puzzle', 'adventure']","['action', 'thriller', 'mystery']",unreal engine,t
serious sam ii,0.06,"['shooter', 'indie']","['action', 'science fiction', 'comedy', 'warfare']",serious engine,m
commandos: strike force,0.06,['shooter'],"['action', 'historical', 'warfare']",renderware,t
s.t.a.l.k.e.r.: call of pripyat,0.06,"['shooter', 'role-playing (rpg)']","['action', 'horror', 'survival']",x-ray engine,m
game of thrones: a telltale games series,0.06,"['point-and-click', 'adventure']","['fantasy', 'historical', 'drama']",telltale tool,m
zoo tycoon 2,0.06,"['simulator', 'strategy']","['business', 'educational']",netimmerse,e
enemy front,0.06,['shooter'],"['action', 'stealth', 'warfare']",cryengine,m
age of mythology: the titans,0.06,"['real time strategy (rts)', 'strategy']","['fantasy', 'historical']",bang!,t
battle chasers: nightwar,0.06,"['role-playing (rpg)', 'strategy', 'turn-based strategy (tbs)', 'indie']","['action', 'fantasy']",unity,t
s.t.a.l.k.e.r.: shadow of chernobyl,2.0,"['shooter', 'role-playing (rpg)']","['action', 'science fiction', 'horror', 'survival', 'sandbox']",x-ray engine,m
v-rally 3,0.06,['racing'],['action'],twilight,e
marc ecko's getting up: contents under pressure,0.05,"['racing', 'strategy', ""hack and slash/beat 'em up"", 'adventure']","['action', 'stealth']",slayer,m
titan quest,1.04,"['role-playing (rpg)', ""hack and slash/beat 'em up""]","['action', 'fantasy']",pathengine,t
rez,0.05,"['shooter', 'music']",['action'],unreal engine,e
owlboy,0.05,"['platform', 'puzzle', 'adventure', 'indie']","['action', 'fantasy', 'science fiction']",microsoft xna,e10
the sims 2: university,0.05,"['role-playing (rpg)', 'simulator', 'strategy', 'adventure']","['fantasy', 'comedy', 'sandbox', 'romance']",the sims 2 engine,t
the long dark,0.05,"['shooter', 'simulator', 'strategy', 'adventure', 'indie']","['action', 'survival', 'open world']",unity,t
myst iv: revelation,0.05,"['puzzle', 'adventure']","['fantasy', 'drama', 'mystery']",alive,t
hellblade: senua's sacrifice,0.05,"[""hack and slash/beat 'em up"", 'adventure', 'indie']","['action', 'fantasy', 'historical']",unreal engine,m
stellaris,1.97,"['real time strategy (rts)', 'simulator', 'strategy']","['science fiction', '4x (explore, expand, exploit, and exterminate)']",clausewitz engine,e10
little busters! converted edition,0.05,"['adventure', 'visual novel']","['comedy', 'drama']",real live,t
max & the magic marker,0.05,"['platform', 'puzzle', 'indie']","['action', 'comedy']",unity,e
the typing of the dead,0.05,['shooter'],"['action', 'horror', 'survival', 'comedy', 'educational']",sega naomi,m
rollercoaster tycoon world,0.18,"['simulator', 'strategy']","['business', 'sandbox']",unity,e
outrun 2006: coast 2 coast,0.05,['racing'],['action'],sunshine engine,e
orcs & elves,0.05,['role-playing (rpg)'],['fantasy'],doom rpg,t
far cry,2.5,['shooter'],"['action', 'science fiction']",cryengine,m
devil's third,0.05,"['fighting', 'shooter', ""hack and slash/beat 'em up"", 'adventure']",['action'],unreal engine,m
dead alliance,0.04,['shooter'],"['action', 'survival']",unreal engine 4,m
